"urban_pct_1000m_mod","water_pct_1000m_mod","natural_pct_1000m_mod","pasture_pct_1000m_mod","crop_pct_1000m","pesticide_1000m","fertilizer_1000m","crop_diversity_shannon_1000m","crop_diversity_machefer_alpha_1000m","pct_very_small_and_small_field_1000m","pct_very_large_and_large_field_1000m","climate_mean_temp_c_1000m","climate_annual_precip_mm_1000m","Habitat_category","Predominant_land_use_mod","Use_intensity","SS","SSB","Coordinate_ID","Sampling_method","SSBS","log_TA","TA_corrected_mod","TA","Rescaled_sampling_effort_mod","Country","Sample_start_year","Diversity_metric_unit"
4.61501165535981,3.91620938411786,9.75740921685956,9.71136974366277,72,0.0735904472601485,18.4307521555024,2.1411751599142,2.49087712986246,0,100,10.3234910313434,823.508426841701,"Cropland_Light use","Cropland","Light use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.953333,-1.537222","specimen collection","AD1_2004__Darvill 1  1",3.66356164612965,38,38,1,"United Kingdom","2001","individuals"
8.2166718301436,1.19803557634765,12.6861248128413,6.00374294406611,71.8954248366013,0.0477456914454944,19.0012853778797,2.18450237512677,2.3387168226495,0,100,10.2467961277162,813.066241149539,"Cropland_Light use","Cropland","Light use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.956356,-1.547421","specimen collection","AD1_2004__Darvill 1  2",3.40119738166216,29,29,1,"United Kingdom","2001","individuals"
5.51525809032098,0.54450582115638,8.87846200825587,9.78399630248901,75.2777777777778,0.0433253683661541,18.31400860814,2.22287056074307,2.46900184602079,0,86.4070962774084,10.2037272528112,805.125742985232,"Semi-natural vegetation_Minimal use","Semi-natural vegetation","Minimal use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.958809,-1.554905","specimen collection","AD1_2004__Darvill 1  3",3.43398720448515,30,30,1,"United Kingdom","2001","individuals"
0.163615531880865,0,10.6288737495014,5.13343664454364,84.0740740740741,0.033957318825526,16.759289016234,2.27012167159971,2.78320201102599,0,56.233363266888,10.1924206325527,801.621015078915,"Cropland_Light use","Cropland","Light use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.961122,-1.562689","specimen collection","AD1_2004__Darvill 1  4",2.94443897916644,18,18,1,"United Kingdom","2001","individuals"
1.66678256590394,0,27.9453495075773,6.10215364080451,64.2857142857143,0.0145816331116325,16.636661529541,2.273850440979,3.06627524273031,0,22.6003676642621,10.1915501912435,801.346935739275,"Cropland_Light use","Cropland","Light use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.963722,-1.571283","specimen collection","AD1_2004__Darvill 1  5",3.80666248977032,44,44,1,"United Kingdom","2001","individuals"
5.14225404515019,0,12.7861715858145,1.42641307871271,80.6451612903226,0.026853681094579,16.636661529541,2.273850440979,2.95650089250326,0,3.75038052321345,10.1915501912435,801.346935739275,"Cropland_Light use","Cropland","Light use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.966006,-1.578334","specimen collection","AD1_2004__Darvill 1  6",4.04305126783455,56,56,1,"United Kingdom","2001","individuals"
0.415473937940751,0,0.202273555803693,0.334633458636505,99.047619047619,0.00530387100088825,15.3294735740783,2.17874778691458,2.36040978037712,0,78.2344753513312,10.1915501912435,801.346935739275,"Semi-natural vegetation_Minimal use","Semi-natural vegetation","Minimal use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.973455,-1.600717","specimen collection","AD1_2004__Darvill 1  9",3.3322045101752,27,27,1,"United Kingdom","2001","individuals"
1.10580766088588,0,0.470734395620687,2.87614811046932,95.5473098330241,0.0411330405294865,14.5368657992714,2.12108270309822,2.70839487808102,0,97.9055044188635,10.1915501912435,801.346935739275,"Cropland_Light use","Cropland","Light use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.975776,-1.608446","specimen collection","AD1_2004__Darvill 1  10",3.2188758248682,24,24,1,"United Kingdom","2001","individuals"
0.345234031913783,0,0.0537754893408244,3.04926634081436,96.551724137931,0.113985741310301,14.1801252365112,2.09512853622437,3.14534796788041,0,100,10.1915501912435,801.346935739275,"Cropland_Light use","Cropland","Light use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.978697,-1.61624","specimen collection","AD1_2004__Darvill 1  11",3.43398720448515,30,30,1,"United Kingdom","2001","individuals"
0,0,0.00018997565834479,3.40756560601028,96.5922444183314,0.185055816804039,14.1801252365112,2.09512853622437,3.04962427496476,0,100,10.1915501912435,801.346935739275,"Cropland_Light use","Cropland","Light use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.982033,-1.623728","specimen collection","AD1_2004__Darvill 1  12",3.43398720448515,30,30,1,"United Kingdom","2001","individuals"
