"urban_pct_1000m_mod","water_pct_1000m_mod","natural_pct_1000m_mod","pasture_pct_1000m_mod","crop_pct_1000m","pesticide_1000m","fertilizer_1000m","crop_diversity_shannon_1000m","crop_diversity_machefer_alpha_1000m","pct_very_small_and_small_field_1000m","pct_very_large_and_large_field_1000m","climate_mean_temp_c_1000m","climate_annual_precip_mm_1000m","Habitat_category","Predominant_land_use_mod","Use_intensity","SS","SSB","Coordinate_ID","Sampling_method","SSBS","log_TA","TA_corrected_mod","TA","Rescaled_sampling_effort_mod","Country","Sample_start_year","Diversity_metric_unit"
0.167249317138072,-0.337649042587727,-0.113933073651475,0.639973607842792,0.0365020256789532,-0.502765552373078,-0.305715386200465,0.400741073951978,0.0647125648724585,-0.557734640399802,3.41395424675352,0.599041824644489,-0.346346095594606,"Cropland_Light use","Cropland","Light use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.953333,-1.537222","specimen collection","AD1_2004__Darvill 1  1",3.66356164612965,38,38,1,"United Kingdom","2001","individuals"
0.447679863067137,-0.483075200978194,0.0196405448456216,0.244569766626352,0.0337105712785662,-0.559268921125933,-0.286659756576427,0.45255261447463,-0.119882372786898,-0.557734640399802,3.41395424675352,0.569202689921865,-0.37875193131415,"Cropland_Light use","Cropland","Light use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.956356,-1.547421","specimen collection","AD1_2004__Darvill 1  2",3.40119738166216,29,29,1,"United Kingdom","2001","individuals"
0.237343825496849,-0.518039970861432,-0.154020325306159,0.647718945193723,0.123996674541074,-0.568932898868648,-0.309614583849753,0.498434049366917,0.0381743254919197,-0.557734640399802,2.90764081053226,0.552446192425122,-0.403394136177161,"Semi-natural vegetation_Minimal use","Semi-natural vegetation","Minimal use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.958809,-1.554905","specimen collection","AD1_2004__Darvill 1  3",3.43398720448515,30,30,1,"United Kingdom","2001","individuals"
-0.179342916574999,-0.547171805465113,-0.074187093817666,0.151755016796762,0.358798698323599,-0.589413895535253,-0.361541727705023,0.554937861875478,0.419349685439894,-0.557734640399802,1.78371859670914,0.548047206975047,-0.414270559956817,"Cropland_Light use","Cropland","Light use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.961122,-1.562689","specimen collection","AD1_2004__Darvill 1  4",2.94443897916644,18,18,1,"United Kingdom","2001","individuals"
-0.0623041257071269,-0.547171805465113,0.715587211955475,0.255064881051403,-0.16941758374957,-0.631774191859306,-0.365637447071568,0.559396798016351,0.762763066475975,-0.557734640399802,0.53094450800003,0.547708550633296,-0.415121126142511,"Cropland_Light use","Cropland","Light use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.963722,-1.571283","specimen collection","AD1_2004__Darvill 1  5",3.80666248977032,44,44,1,"United Kingdom","2001","individuals"
0.208301183230557,-0.547171805465113,0.0242035039473258,-0.243584491906992,0.267269760020597,-0.604944298108095,-0.365637447071568,0.559396798016351,0.629589115214179,-0.557734640399802,-0.171186689048675,0.547708550633296,-0.415121126142511,"Cropland_Light use","Cropland","Light use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.966006,-1.578334","specimen collection","AD1_2004__Darvill 1  6",4.04305126783455,56,56,1,"United Kingdom","2001","individuals"
-0.159732851527028,-0.547171805465113,-0.549726172588431,-0.360018501820536,0.758491767378962,-0.652057796684368,-0.40929711236592,0.445671164123292,-0.0935653243218696,-0.557734640399802,2.60322404510349,0.547708550633296,-0.415121126142511,"Semi-natural vegetation_Minimal use","Semi-natural vegetation","Minimal use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.973455,-1.600717","specimen collection","AD1_2004__Darvill 1  9",3.3322045101752,27,27,1,"United Kingdom","2001","individuals"
-0.105982454931,-0.547171805465113,-0.537482141161028,-0.088975942749628,0.665057023963423,-0.573725898619574,-0.435769961976535,0.376714116867074,0.32859659552187,-0.557734640399802,3.33593771132607,0.547708550633296,-0.415121126142511,"Cropland_Light use","Cropland","Light use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.975776,-1.608446","specimen collection","AD1_2004__Darvill 1  10",3.2188758248682,24,24,1,"United Kingdom","2001","individuals"
-0.165201833673388,-0.547171805465113,-0.556498910816917,-0.0705135631836836,0.691868138955941,-0.414450916631709,-0.447684984220995,0.345677611009988,0.858691006140354,-0.557734640399802,3.41395424675352,0.547708550633296,-0.415121126142511,"Cropland_Light use","Cropland","Light use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.978697,-1.61624","specimen collection","AD1_2004__Darvill 1  11",3.43398720448515,30,30,1,"United Kingdom","2001","individuals"
-0.192082261960514,-0.547171805465113,-0.558942852786364,-0.0323023533124779,0.692949758255902,-0.259073217894117,-0.447684984220995,0.345677611009988,0.742562763171199,-0.557734640399802,3.41395424675352,0.547708550633296,-0.415121126142511,"Cropland_Light use","Cropland","Light use","AD1_2004__Darvill 1","AD1_2004__Darvill 1 ","50.982033,-1.623728","specimen collection","AD1_2004__Darvill 1  12",3.43398720448515,30,30,1,"United Kingdom","2001","individuals"
